"kooskolastaja";"tahtaeg";"vastamisaeg";"markused";"aktinimi";"link"
"Siseministeerium";"Tähtaeg: 25.04.2016 23:59";"Tähtaeg ületatud";"";"Geneetiliselt muundatud organismide keskkonda viimise seaduse muutmise seaduse eelnõu väljatöötamise kavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/9ed7f27b-ccbf-4049-a47d-ee4254cbcf0a?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 25.04.2016 23:59";"Vastatud: 02.05.2016 15:24";"Kooskõlastatud";"Geneetiliselt muundatud organismide keskkonda viimise seaduse muutmise seaduse eelnõu väljatöötamise kavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/9ed7f27b-ccbf-4049-a47d-ee4254cbcf0a?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 25.04.2016 23:59";"Tähtaeg ületatud";"";"Geneetiliselt muundatud organismide keskkonda viimise seaduse muutmise seaduse eelnõu väljatöötamise kavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/9ed7f27b-ccbf-4049-a47d-ee4254cbcf0a?activity=1"
"Rahandusministeerium";"Tähtaeg: 04.04.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Merendus- ja Kalandusfondi  2014–2020 toetuse objekti tähistamise ning Euroopa Liidu osalusele viitamise nõuded ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/91840bd3-6e5b-4879-81b1-a1ba0c75e3c9?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 04.04.2016 23:59";"Vastatud: 04.04.2016 10:10";"Kooskõlastatud";"Euroopa Merendus- ja Kalandusfondi  2014–2020 toetuse objekti tähistamise ning Euroopa Liidu osalusele viitamise nõuded ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/91840bd3-6e5b-4879-81b1-a1ba0c75e3c9?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 06.04.2016 23:59";"Tähtaeg ületatud";"";"Tootjaorganisatsiooni tunnustamisel majanduslikult oluliste liikide loetelu kehtestamine";"https://eelnoud.valitsus.ee/main/mount/docList/ec759cb9-08a3-41fa-8dcd-817820b27650?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 06.04.2016 23:59";"Vastatud: 04.04.2016 10:06";"Kooskõlastatud";"Tootjaorganisatsiooni tunnustamisel majanduslikult oluliste liikide loetelu kehtestamine";"https://eelnoud.valitsus.ee/main/mount/docList/ec759cb9-08a3-41fa-8dcd-817820b27650?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 05.04.2016 23:59";"Vastatud: 01.04.2016 15:14";"Kooskõlastatud märkustega";"Põllumajandusministri määruste muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/7fa9b5b9-bec7-43d0-be59-7766e4c17481?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 05.04.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri määruste muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/7fa9b5b9-bec7-43d0-be59-7766e4c17481?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 04.04.2016 23:59";"Vastatud: 31.03.2016 10:34";"Kooskõlastatud";"Põllumajandusministri 24. märtsi 2006. a määruse nr 38 „Sordi sordilehte võtmise kord ning sordilehte võetavate taimeliikide loetelu, põllu- ja köögiviljakultuuri liigi kontrollimisel minimaalselt hõlmatavad tunnused ning järelevalve käigus sordi säilimise kontrollimise nõuded” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/9c86e012-26e5-4c60-81d0-5086ee366ff0?activity=1"
"Rahandusministeerium";"Tähtaeg: 30.03.2016 23:59";"Tähtaeg ületatud";"";"Maaeluministri määruste muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/e07b98a3-d664-4af2-a5be-7928d9ffb4ec?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 30.03.2016 23:59";"Tähtaeg ületatud";"";"Maaeluministri määruste muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/e07b98a3-d664-4af2-a5be-7928d9ffb4ec?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 30.03.2016 23:59";"Tähtaeg ületatud";"";"Maaeluministri määruste muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/e07b98a3-d664-4af2-a5be-7928d9ffb4ec?activity=1"
"Rahandusministeerium";"Tähtaeg: 04.03.2016 23:59";"Tähtaeg ületatud";"";"2016. aastal „Eesti maaelu arengukava 2007–2013ˮ ja „Eesti maaelu arengukava 2014–2020ˮ alusel antavad Euroopa Liidu ühise põllumajanduspoliitika kohased maaelu arengu toetused";"https://eelnoud.valitsus.ee/main/mount/docList/57f9a675-4bc2-496a-9c0e-793d5ebd0da8?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 04.03.2016 23:59";"Tähtaeg ületatud";"";"2016. aastal „Eesti maaelu arengukava 2007–2013ˮ ja „Eesti maaelu arengukava 2014–2020ˮ alusel antavad Euroopa Liidu ühise põllumajanduspoliitika kohased maaelu arengu toetused";"https://eelnoud.valitsus.ee/main/mount/docList/57f9a675-4bc2-496a-9c0e-793d5ebd0da8?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 04.03.2016 23:59";"Tähtaeg ületatud";"";"2016. aastal „Eesti maaelu arengukava 2007–2013ˮ ja „Eesti maaelu arengukava 2014–2020ˮ alusel antavad Euroopa Liidu ühise põllumajanduspoliitika kohased maaelu arengu toetused";"https://eelnoud.valitsus.ee/main/mount/docList/57f9a675-4bc2-496a-9c0e-793d5ebd0da8?activity=1"
"Rahandusministeerium";"Tähtaeg: 29.02.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 20. jaanuari 2015. a määruse nr 7 „Väikeste põllumajandusettevõtete arendamise toetuse andmise ja kasutamise tingimused ja kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/bd2fb32a-cb07-48fa-a223-0071286e40f4?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 29.02.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 20. jaanuari 2015. a määruse nr 7 „Väikeste põllumajandusettevõtete arendamise toetuse andmise ja kasutamise tingimused ja kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/bd2fb32a-cb07-48fa-a223-0071286e40f4?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 29.02.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 20. jaanuari 2015. a määruse nr 7 „Väikeste põllumajandusettevõtete arendamise toetuse andmise ja kasutamise tingimused ja kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/bd2fb32a-cb07-48fa-a223-0071286e40f4?activity=1"
"Rahandusministeerium";"Tähtaeg: 19.02.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 14. jaanuari 2015. a määruse nr 4 “Maa heas põllumajandus- ja keskkonnaseisundis hoidmise nõuded” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/3f3cf3e8-0f95-45d8-89d3-ce474724838e?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 19.02.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 14. jaanuari 2015. a määruse nr 4 “Maa heas põllumajandus- ja keskkonnaseisundis hoidmise nõuded” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/3f3cf3e8-0f95-45d8-89d3-ce474724838e?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 04.04.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 14. jaanuari 2013. a määruse nr 3 „Loomkatseprojekti loakomisjoni moodustamise kord ja töökord, loomkatseprojekti loataotluse ja loomkatse protokolli vormid” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/7fe1359c-5c0b-4cec-be4a-4c5629d178cb?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 04.04.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 14. jaanuari 2013. a määruse nr 3 „Loomkatseprojekti loakomisjoni moodustamise kord ja töökord, loomkatseprojekti loataotluse ja loomkatse protokolli vormid” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/7fe1359c-5c0b-4cec-be4a-4c5629d178cb?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 04.04.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 14. jaanuari 2013. a määruse nr 3 „Loomkatseprojekti loakomisjoni moodustamise kord ja töökord, loomkatseprojekti loataotluse ja loomkatse protokolli vormid” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/7fe1359c-5c0b-4cec-be4a-4c5629d178cb?activity=1"
"Kaitseministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Rahandusministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Justiitsministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Kultuuriministeerium";"Tähtaeg: 23.03.2016 23:59";"Vastatud: 10.03.2016 15:30";"Kooskõlastatud";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Siseministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 23.03.2016 23:59";"Vastatud: 22.03.2016 09:26";"Kooskõlastatud";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Välisministeerium";"Tähtaeg: 23.03.2016 23:59";"Tähtaeg ületatud";"";"Põllumajandusministri 21. detsembri 2009. a määruse nr 128 „Identifitseerimisele kuuluvate põllumajandusloomade liikide loetelu, põllumajandusloomade identifitseerimise ning nende kohta andmete registreerimise viisid ja kord, registreerimistunnistuse väljastamise kord ja veisepassi vorm ning põllumajandusloomade arvestuse pidamise kord” muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/871d75da-e603-415c-8cf6-615f3ab54d30?activity=1"
"Rahandusministeerium";"Tähtaeg: 11.03.2016 23:59";"Tähtaeg ületatud";"";"Taimekaitseseaduse muutmise seaduse eelnõu väljatöötamiskavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/58ed8da8-c816-414b-b83f-f116a7a68b84?activity=1"
"Justiitsministeerium";"Tähtaeg: 18.03.2016 23:59";"Vastatud: 18.03.2016 09:12";"Kooskõlastatud märkustega";"Taimekaitseseaduse muutmise seaduse eelnõu väljatöötamiskavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/58ed8da8-c816-414b-b83f-f116a7a68b84?activity=1"
"Siseministeerium";"Tähtaeg: 11.03.2016 23:59";"Vastatud: 15.03.2016 15:58";"Mitte kooskõlastatud";"Taimekaitseseaduse muutmise seaduse eelnõu väljatöötamiskavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/58ed8da8-c816-414b-b83f-f116a7a68b84?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 11.03.2016 23:59";"Vastatud: 14.03.2016 17:00";"Mitte kooskõlastatud";"Taimekaitseseaduse muutmise seaduse eelnõu väljatöötamiskavatsus";"https://eelnoud.valitsus.ee/main/mount/docList/58ed8da8-c816-414b-b83f-f116a7a68b84?activity=1"
"Rahandusministeerium";"Tähtaeg: 18.03.2016 23:59";"Vastatud: 16.03.2016 16:16";"Kooskõlastatud";"Põllumajandusministri 18. jaanuari 2005. a määruse nr 6 „Põllumajandusloomade aretustoetuse saamiseks esitatavad nõuded ning toetuse taotlemise ja taotluse menetlemise kord“ muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/78f0815e-eb46-44df-95f4-284eb85cfe46?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 06.11.2015 23:59";"Vastatud: 03.11.2015 11:16";"Kooskõlastatud";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=3"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 06.11.2015 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=3"
"Justiitsministeerium";"Tähtaeg: 04.01.2016 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=3"
"Justiitsministeerium";"Tähtaeg: 12.01.2016 23:59";"Vastatud: 25.01.2016 09:14";"Kooskõlastatud märkustega";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=3"
"Sotsiaalministeerium";"Tähtaeg: 06.11.2015 23:59";"Vastatud: 03.11.2015 11:16";"Kooskõlastatud";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=2"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 06.11.2015 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=2"
"Justiitsministeerium";"Tähtaeg: 04.01.2016 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=2"
"Justiitsministeerium";"Tähtaeg: 12.01.2016 23:59";"Vastatud: 25.01.2016 09:14";"Kooskõlastatud märkustega";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=2"
"Sotsiaalministeerium";"Tähtaeg: 06.11.2015 23:59";"Vastatud: 03.11.2015 11:16";"Kooskõlastatud";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 06.11.2015 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=1"
"Justiitsministeerium";"Tähtaeg: 04.01.2016 23:59";"Tähtaeg ületatud";"";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=1"
"Justiitsministeerium";"Tähtaeg: 12.01.2016 23:59";"Vastatud: 25.01.2016 09:14";"Kooskõlastatud märkustega";"Toiduseaduse muutmise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/b744af61-4475-447e-bcc9-74aa990dd8a4?activity=1"
"Rahandusministeerium";"Tähtaeg: 03.03.2016 23:59";"Vastatud: 09.03.2016 08:35";"Kooskõlastatud märkustega";"Tootmis- ja turustamiskavade toetus";"https://eelnoud.valitsus.ee/main/mount/docList/1bb2b547-548e-42ec-9f7e-413221367173?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 03.03.2016 23:59";"Tähtaeg ületatud";"";"Tootmis- ja turustamiskavade toetus";"https://eelnoud.valitsus.ee/main/mount/docList/1bb2b547-548e-42ec-9f7e-413221367173?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 03.03.2016 23:59";"Vastatud: 29.02.2016 14:50";"Kooskõlastatud";"Tootmis- ja turustamiskavade toetus";"https://eelnoud.valitsus.ee/main/mount/docList/1bb2b547-548e-42ec-9f7e-413221367173?activity=1"
